Point ID,area,equilibrium_x,equilibrium_y,equilibrium_z,lambda_equilibrium_x,lambda_equilibrium_y,lambda_equilibrium_z,lambda_stress_disp_xx,lambda_stress_disp_xy,lambda_stress_disp_xz,lambda_stress_disp_yy,lambda_stress_disp_yz,lambda_stress_disp_zz,Points_0,Points_1,Points_2,Points_Magnitude,pred_equilibrium_x,pred_equilibrium_y,pred_equilibrium_z,pred_stress_disp_xx,pred_stress_disp_xy,pred_stress_disp_xz,pred_stress_disp_yy,pred_stress_disp_yz,pred_stress_disp_zz,sdf,sigma_xx,sigma_xx__x,sigma_xy,sigma_xy__x,sigma_xy__y,sigma_xz,sigma_xz__x,sigma_xz__z,sigma_yy,sigma_yy__y,sigma_yz,sigma_yz__y,sigma_yz__z,sigma_zz,sigma_zz__z,stress_disp_xx,stress_disp_xy,stress_disp_xz,stress_disp_yy,stress_disp_yz,stress_disp_zz,true_equilibrium_x,true_equilibrium_y,true_equilibrium_z,true_stress_disp_xx,true_stress_disp_xy,true_stress_disp_xz,true_stress_disp_yy,true_stress_disp_yz,true_stress_disp_zz,u,u__x,u__y,u__z,v,v__x,v__y,v__z,w,w__x,w__y,w__z
771,0.000344161,-0.455741,0.057445,1.76663,0.00321132,0.00321132,0.00321132,0.00321132,0.00321132,0.00321132,0.00321132,0.00321132,0.00321132,-0.130488,0.78211,0.0967887,0.798806,-0.455741,0.057445,1.76663,0.0801132,0.0381525,0.0319271,0.145627,-0.0148625,0.104676,0.00321132,18.1201,23.0696,-0.275901,-2.58696,-16.115,0.0164277,-0.151335,-6.49882,-0.438547,0.160882,-0.0041488,0.155936,2.36863,0.0183191,-1.77123,0.0801132,0.0381525,0.0319271,0.145627,-0.0148625,0.104676,0,0,0,0,0,0,0,0,0,0.0269321,0.0701968,0.00270574,0.283559,-0.00180908,-0.00508322,-0.0222688,-0.0139562,-0.0717678,-0.283075,0.0137661,-0.0201892
772,0.000344161,0.487175,0.428853,1.78441,0.0209651,0.0209651,0.0209651,0.0209651,0.0209651,0.0209651,0.0209651,0.0209651,0.0209651,0.845717,-0.616058,-0.0790349,1.04929,0.487175,0.428853,1.78441,0.127591,-0.180711,-0.0610428,-0.0379539,0.0672455,0.0510488,0.0209651,-3.62064,21.7568,-1.79267,4.72379,-3.49962,-0.390611,-0.119156,-18.7444,0.741253,3.97032,-0.206052,-0.414553,-9.12296,-0.0912846,-1.2507,0.127591,-0.180711,-0.0610428,-0.0379539,0.0672455,0.0510488,0,0,0,0,0,0,0,0,0,-0.0740395,-0.0141999,-0.0110247,0.933804,-0.00918865,-0.00870908,0.00678186,0.104098,-0.727615,-0.938321,-0.105486,0.00306419
773,0.000344161,0.0961647,0.0736828,0.955536,0.0146976,0.0146976,0.0146976,0.0146976,0.0146976,0.0146976,0.0146976,0.0146976,0.0146976,0.270128,0.747214,0.0853024,0.799109,0.0961647,0.0736828,0.955536,-0.0750902,0.0970269,0.067379,0.00862765,0.0361156,-0.00603056,0.0146976,18.5169,-20.656,-2.56661,-4.70243,15.0725,-0.0969423,-0.0302595,5.48734,1.05274,-3.12287,-0.120635,-0.218964,7.75162,0.0645407,-0.706313,-0.0750902,0.0970269,0.067379,0.00862765,0.0361156,-0.00603056,0,0,0,0,0,0,0,0,0,0.0521109,0.0696378,-0.0140883,0.620757,-0.00437822,-0.0106075,-0.0172643,-0.0445228,-0.252487,-0.621053,0.0436776,-0.0222786
774,0.000344161,0.0435972,0.0479951,0.366477,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.923021,-0.171731,-0.0361,0.939554,0.0435972,0.0479951,0.366477,0.115008,0.0450635,0.00341797,-0.128836,-0.0259643,0.135554,0.0639,-0.236662,3.53016,-0.594766,4.03865,2.29388,-0.471224,-6.9476,-5.86764,2.32246,3.48477,-0.581581,3.36851,-7.57142,-0.0603367,3.21261,0.115008,0.0450635,0.00341797,-0.128836,-0.0259643,0.135554,0,0,0,0,0,0,0,0,0,-0.0373916,-0.0030858,-0.00632379,1.01196,-0.00252827,0.000826758,0.00849061,0.0425201,-0.840458,-1.01664,-0.0485955,-0.00210144
775,0.000344161,-0.378557,0.182679,0.447603,0.0167572,0.0167572,0.0167572,0.0167572,0.0167572,0.0167572,0.0167572,0.0167572,0.0167572,-0.218306,-0.629192,-0.0328111,0.666795,-0.378557,0.182679,0.447603,-0.0301842,0.0943498,-0.0637302,-0.0292477,0.00211382,0.0257987,0.0167572,-3.67175,-0.898382,1.53378,9.65091,15.4467,-2.38283,-16.6369,-14.1698,-0.699006,-17.154,1.33178,15.7608,7.32038,0.0251318,0.428458,-0.0301842,0.0943498,-0.0637302,-0.0292477,0.00211382,0.0257987,0,0,0,0,0,0,0,0,0,-0.00675646,-0.0134567,0.018627,0.191348,-0.00010425,-0.00234577,0.00141172,-0.0137385,-0.0475219,-0.215813,0.0270775,0.00530764
776,0.000344161,-0.0142363,-0.0222806,0.0778639,0.0881197,0.0881197,0.0881197,0.0881197,0.0881197,0.0881197,0.0881197,0.0881197,0.0881197,-0.0947721,-0.829481,0.0118803,0.834962,-0.0142363,-0.0222806,0.0778639,0.0836762,-0.0131359,0.00431061,0.0262169,-0.0128014,0.0291755,0.0881197,2.26015,2.29253,0.0759913,0.416028,-0.773302,0.59563,-2.31209,-1.50499,-0.0156179,0.154275,0.165033,1.75088,-0.548022,0.00756501,0.483351,0.0836762,-0.0131359,0.00431061,0.0262169,-0.0128014,0.0291755,0,0,0,0,0,0,0,0,0,0.0031156,0.00896008,0.000306181,0.311246,-0.00023737,0.000322373,-0.00270604,0.0298894,-0.0796175,-0.305246,-0.0283671,-0.00257533
777,0.000344161,-1.09282,0.387133,15.9946,0.00175941,0.00175941,0.00175941,0.00175941,0.00175941,0.00175941,0.00175941,0.00175941,0.00175941,0.819286,0.703919,0.0982406,1.08461,-1.09282,0.387133,15.9946,0.367834,-0.320007,-0.0201035,0.163044,0.0246506,0.0886893,0.00175941,5.12938,-27.9648,-1.72071,8.06044,6.09321,-0.0396357,0.036474,22.9644,-0.406635,1.80707,0.0195197,-0.0771613,-10.2546,0.0857246,-15.9539,0.367834,-0.320007,-0.0201035,0.163044,0.0246506,0.0886893,0,0,0,0,0,0,0,0,0,0.0891007,0.021223,-0.0105082,0.922443,-0.0107204,-0.00989895,-0.00748108,-0.105077,-0.695448,-0.92304,0.105519,-0.00539105
778,0.000344161,-0.161973,0.035023,0.399982,0.0609033,0.0609033,0.0609033,0.0609033,0.0609033,0.0609033,0.0609033,0.0609033,0.0609033,0.749941,0.540915,-0.0390967,0.925489,-0.161973,0.035023,0.399982,0.121935,-0.114588,0.0352478,0.0256394,-0.00703907,0.0194281,0.0609033,-2.55319,7.52142,1.28567,-1.68332,-0.721265,-0.675766,-3.88705,-6.63818,0.13608,-0.0516925,0.244626,1.7928,1.69999,-0.0645739,1.69427,0.121935,-0.114588,0.0352478,0.0256394,-0.00703907,0.0194281,0,0,0,0,0,0,0,0,0,-0.0369356,-0.00948551,0.00785848,0.921189,0.00256157,0.00385231,0.00347939,-0.0803007,-0.64653,-0.927594,0.0826766,0.00244506
779,0.000344161,-0.0796518,-0.020072,0.0885208,0.0498386,0.0498386,0.0498386,0.0498386,0.0498386,0.0498386,0.0498386,0.0498386,0.0498386,-0.329108,0.91504,-0.0501614,0.973718,-0.0796518,-0.020072,0.0885208,-0.0382104,-0.0570579,-0.026473,-0.000869036,0.00771523,-0.000648022,0.0498386,-7.00071,-11.4912,0.308256,0.31862,-0.202554,0.90389,0.303034,11.7734,0.0553929,-1.15272,0.0618775,-0.592249,0.854176,-0.00649412,0.200694,-0.0382104,-0.0570579,-0.026473,-0.000869036,0.00771523,-0.000648022,0,0,0,0,0,0,0,0,0,-0.00873904,-0.0271274,-4.36023e-05,0.159446,0.00128709,0.00255558,0.00833977,-0.0326006,-0.0254276,-0.150672,0.0332965,0.00803144
780,0.000344161,-0.120694,0.159141,1.13554,0.0263959,0.0263959,0.0263959,0.0263959,0.0263959,0.0263959,0.0263959,0.0263959,0.0263959,0.973604,0.774042,-0.0119863,1.24386,-0.120694,0.159141,1.13554,0.0736952,-0.022267,-0.11702,0.0940314,0.0757542,0.0858727,0.0263959,0.00387575,-0.360068,0.0233374,-1.76612,-0.0732553,-1.23769,10.302,0.554017,0.155714,-0.938348,1.01057,-3.75088,2.54532,0.101935,-7.6867,0.0736952,-0.022267,-0.11702,0.0940314,0.0757542,0.0858727,0,0,0,0,0,0,0,0,0,-0.0119021,-0.000206519,0.00138838,0.923334,0.000674685,-0.00137768,0.000654352,-0.112615,-0.831254,-0.936881,0.123478,0.000344666
781,0.000344161,0.322683,-0.15144,2.15443,0.0147079,0.0147079,0.0147079,0.0147079,0.0147079,0.0147079,0.0147079,0.0147079,0.0147079,0.782861,0.715727,-0.0852921,1.06415,0.322683,-0.15144,2.15443,-0.0509543,0.112359,-0.057518,-0.00494272,0.0140314,0.0913479,0.0147079,-5.66247,25.498,1.67023,-3.9581,-5.32031,-0.302866,0.0498404,-20.5004,0.222841,-1.64325,0.090401,-0.358628,5.75279,-0.0720348,-1.84564,-0.0509543,0.112359,-0.057518,-0.00494272,0.0140314,0.0913479,0,0,0,0,0,0,0,0,0,-0.0780749,-0.0222484,0.0097827,0.909708,0.00798458,0.0080432,0.0074082,-0.101537,-0.660729,-0.913312,0.102581,0.00641528
782,0.000344161,-0.0290279,-0.0280102,-0.0992688,0.0245645,0.0245645,0.0245645,0.0245645,0.0245645,0.0245645,0.0245645,0.0245645,0.0245645,-0.531142,0.975436,-0.0606946,1.11233,-0.0290279,-0.0280102,-0.0992688,0.0310359,-0.0219375,0.0279694,0.0162433,-0.00193262,0.00315666,0.0245645,-5.90045,-13.2676,0.18234,-0.109685,-6.10188,1.02157,0.0699407,19.3985,-0.00369176,0.311276,-0.00471726,0.0585594,-0.173582,-0.00370286,-0.0292313,0.0310359,-0.0219375,0.0279694,0.0162433,-0.00193262,0.00315666,0,0,0,0,0,0,0,0,0,-0.00488631,-0.0225885,-0.00277308,0.0662924,0.0014027,0.00437711,0.0068213,-0.0284199,-0.00327418,-0.0557971,0.0283534,0.00675581
783,0.000344161,0.0549583,-0.0129805,0.825856,0.0512734,0.0512734,0.0512734,0.0512734,0.0512734,0.0512734,0.0512734,0.0512734,0.0512734,0.948727,0.239576,0.0114692,0.978576,0.0549583,-0.0129805,0.825856,0.0998299,-0.0422677,0.00271606,-0.0492458,-0.0881734,0.0826921,0.0512734,0.048602,-2.17074,-0.14539,1.83262,-0.132182,-0.924345,-4.54572,2.24797,-0.321438,0.461433,1.46176,3.25711,-2.28108,0.109699,0.462747,0.0998299,-0.0422677,0.00271606,-0.0492458,-0.0881734,0.0826921,0,0,0,0,0,0,0,0,0,0.0103975,0.000776614,-0.00157604,1.00295,-0.00137239,-0.00030053,-0.00181896,-0.0524097,-0.863172,-1.01217,0.0661456,0.00099641
784,0.000344161,-0.067688,-0.0836589,0.469635,0.0544051,0.0544051,0.0544051,0.0544051,0.0544051,0.0544051,0.0544051,0.0544051,0.0544051,0.735845,-0.575572,0.0455949,0.935324,-0.067688,-0.0836589,0.469635,0.0759205,-0.0778772,-0.0195999,0.0416667,0.00163841,0.0778158,0.0544051,3.1323,-9.27437,1.36227,-1.85394,1.56898,-0.712956,-2.94996,7.77308,-0.111578,-0.0226172,-0.215387,1.02715,1.96021,0.108333,1.45317,0.0759205,-0.0778772,-0.0195999,0.0416667,0.00163841,0.0778158,0,0,0,0,0,0,0,0,0,0.0408758,0.0122052,0.00800232,0.909663,0.00277249,0.00484165,-0.00418546,0.0851802,-0.629335,-0.916988,-0.0873176,-0.00290517
785,0.000344161,0.787739,-0.156521,1.30384,0.00183777,0.00183777,0.00183777,0.00183777,0.00183777,0.00183777,0.00183777,0.00183777,0.00183777,-0.577171,-0.787966,-0.0981622,0.981658,0.787739,-0.156521,1.30384,-1.48047,-0.199306,-0.12878,-0.430277,0.00687122,0.231514,0.00183777,-7.07543,-32.4813,-0.225304,1.09915,4.47988,0.0619762,-0.293247,27.2136,-0.0271024,-0.28591,-0.000830464,-0.0652515,-0.656719,-0.00481608,-0.945346,-1.48047,-0.199306,-0.12878,-0.430277,0.00687122,0.231514,0,0,0,0,0,0,0,0,0,-0.00587236,-0.0326411,-0.00123045,0.05006,-0.00119462,-0.00301565,0.00785147,0.00816774,-0.00416754,-0.0507281,-0.00810733,0.0112719
786,0.000344161,0.184108,-0.0865443,0.0361839,0.0314889,0.0314889,0.0314889,0.0314889,0.0314889,0.0314889,0.0314889,0.0314889,0.0314889,-0.45268,0.532668,-0.0685111,0.702387,0.184108,-0.0865443,0.0361839,0.0215533,-0.0276077,0.0124292,-0.0227506,0.0471467,-0.000236511,0.0314889,-5.01238,0.255879,-1.89906,-6.47878,5.79004,-0.187393,-3.9434,-6.23002,-0.342838,8.05409,-0.0514186,3.80623,-1.48877,-0.0120864,0.100985,0.0215533,-0.0276077,0.0124292,-0.0227506,0.0471467,-0.000236511,0,0,0,0,0,0,0,0,0,-0.00601182,-0.0187594,-0.0142485,0.0806679,-0.0016407,-0.00501814,0.00436675,0.0199239,-0.0120315,-0.0824176,-0.0199667,0.00613308
787,0.000344161,-0.149,-0.0588063,0.0806936,0.0430334,0.0430334,0.0430334,0.0430334,0.0430334,0.0430334,0.0430334,0.0430334,0.0430334,-0.506926,-0.737959,0.0569666,0.897108,-0.149,-0.0588063,0.0806936,-0.0111645,-0.0054577,0.0239534,0.0300778,0.0133798,0.00432134,0.0430334,5.51848,9.3418,-0.123009,-1.88467,-5.05547,0.288536,0.784374,-4.13733,0.0963144,0.228259,-0.112339,-0.835675,1.71522,0.00338219,-0.0293926,-0.0111645,-0.0054577,0.0239534,0.0300778,0.0133798,0.00432134,0,0,0,0,0,0,0,0,0,0.00391301,0.0210272,-0.000851153,0.0783475,-0.000165144,-0.000433516,-0.00587736,0.00466122,-0.00858087,-0.0752226,-0.00565081,-0.0064708
788,0.000344161,0.235706,-0.0534096,0.190522,0.0176955,0.0176955,0.0176955,0.0176955,0.0176955,0.0176955,0.0176955,0.0176955,0.0176955,-0.208512,-0.860308,-0.0823045,0.889034,0.235706,-0.0534096,0.190522,0.224096,0.105285,-0.0174809,-0.0436282,-0.0184569,-0.0421443,0.0176955,-14.0056,-19.8156,-0.653996,-2.17345,4.05016,0.294301,-0.266391,15.5298,0.290422,3.24287,-0.0234149,-0.00724314,-1.01601,-0.0187981,0.0831122,0.224096,0.105285,-0.0174809,-0.0436282,-0.0184569,-0.0421443,0,0,0,0,0,0,0,0,0,-0.0195751,-0.0532204,-0.000829366,0.226629,-0.00295215,-0.00465774,0.0169213,0.0293917,-0.0494289,-0.223861,-0.0298104,0.0153826
789,0.000344161,0.283705,0.0040741,0.114602,0.0211273,0.0211273,0.0211273,0.0211273,0.0211273,0.0211273,0.0211273,0.0211273,0.0211273,-0.429302,-0.520841,-0.0788727,0.679556,0.283705,0.0040741,0.114602,0.0179436,0.0113756,0.0117283,0.00519812,-0.0170143,-0.0174968,0.0211273,-5.38787,5.93797,2.41206,7.72067,5.00993,-0.259714,-5.33308,-11.2316,-0.573587,-15.1001,0.18411,5.15078,7.37536,-0.0129495,0.0676929,0.0179436,0.0113756,0.0117283,0.00519812,-0.0170143,-0.0174968,0,0,0,0,0,0,0,0,0,-0.0070532,-0.0199626,0.0199047,0.085741,0.00123044,0.00432961,0.00404508,-0.0234469,-0.013664,-0.0882208,0.0251179,0.0067348
790,0.000344161,0.0450958,-0.0257322,0.120387,0.0680128,0.0680128,0.0680128,0.0680128,0.0680128,0.0680128,0.0680128,0.0680128,0.0680128,0.712447,-0.494722,-0.016433,0.867525,0.0450958,-0.0257322,0.120387,0.0844495,0.040281,-0.0194397,0.0472145,-0.0312624,0.0669856,0.0680128,-1.0083,-0.133466,-0.627364,0.713383,0.558745,-0.173173,-12.612,-0.470375,-0.160277,-2.31556,0.272857,10.2089,1.6279,-0.0217708,2.28278,0.0844495,0.040281,-0.0194397,0.0472145,-0.0312624,0.0669856,0,0,0,0,0,0,0,0,0,-0.0157133,-0.00347497,-0.0045209,0.920433,-0.00236241,-0.00134993,0.000578949,0.0768804,-0.614335,-0.922359,-0.0744645,0.00137034
791,0.000344161,-0.00187016,0.0375366,0.635081,0.0579286,0.0579286,0.0579286,0.0579286,0.0579286,0.0579286,0.0579286,0.0579286,0.0579286,0.942071,-0.308987,0.0302889,0.991912,-0.00187016,0.0375366,0.635081,0.088005,-0.0319884,-0.0520248,0.0568849,0.0972395,0.0651675,0.0579286,0.177373,-6.71051,0.454658,-7.17851,-0.240713,-0.954197,-3.7388,6.95309,-1.17922,-2.54032,-1.39145,1.37589,9.6813,0.119223,1.72783,0.088005,-0.0319884,-0.0520248,0.0568849,0.0972395,0.0651675,0,0,0,0,0,0,0,0,0,0.0292361,0.00210292,0.0045343,0.990001,0.000993265,-0.000307597,-0.00483562,0.0693627,-0.850595,-1.00006,-0.0823048,0.00169799
792,0.000344161,-0.074213,-0.194764,0.485778,0.0707145,0.0707145,0.0707145,0.0707145,0.0707145,0.0707145,0.0707145,0.0707145,0.0707145,0.929286,0.174087,-0.0224788,0.945718,-0.074213,-0.194764,0.485778,0.127341,-0.0868699,0.0384979,-0.185709,-0.00511026,0.126131,0.0707145,-0.11175,2.97818,0.335026,-3.94388,1.43949,-0.593708,-8.11756,-4.34345,1.63424,-2.37596,0.764972,4.03517,6.51461,0.00435485,3.59661,0.127341,-0.0868699,0.0384979,-0.185709,-0.00511026,0.126131,0,0,0,0,0,0,0,0,0,-0.0238671,-0.00176197,0.00327448,1.01222,9.85619e-05,-0.000792919,0.00540271,-0.0399625,-0.847166,-1.01777,0.0475611,-0.0011875
793,0.000344161,0.045039,-0.0497769,0.384981,0.0515026,0.0515026,0.0515026,0.0515026,0.0515026,0.0515026,0.0515026,0.0515026,0.0515026,0.823035,0.278393,-0.000430726,0.868844,0.045039,-0.0497769,0.384981,0.0739577,-0.0706944,0.00416565,0.00565218,0.0592771,0.0881301,0.0515026,-0.0313747,-0.0555592,0.0537265,1.04045,0.5467,-0.0703794,-12.0745,-0.53618,0.190673,-0.768971,-0.489174,8.36036,-0.221704,0.0448687,3.32915,0.0739577,-0.0706944,0.00416565,0.00565218,0.0592771,0.0881301,0,0,0,0,0,0,0,0,0,-0.00149987,-0.000216209,0.00046697,0.985494,-0.000653701,-0.000636649,0.000552504,-0.0602638,-0.735137,-0.986156,0.0559648,0.00023587
794,0.000344161,-0.124521,-0.0157038,0.0402239,0.0692262,0.0692262,0.0692262,0.0692262,0.0692262,0.0692262,0.0692262,0.0692262,0.0692262,-0.415051,-0.872963,0.0307738,0.967099,-0.124521,-0.0157038,0.0402239,0.0532902,-0.0138763,0.0241222,0.0279384,-0.0113597,0.00643885,0.0692262,3.62304,6.89737,0.155604,-0.186589,-1.12956,0.835002,0.645685,-5.64329,-0.0429735,-0.429328,-0.0766128,-0.760066,0.631621,0.00754413,0.0741567,0.0532902,-0.0138763,0.0241222,0.0279384,-0.0113597,0.00643885,0,0,0,0,0,0,0,0,0,0.00300562,0.014141,0.000508049,0.117286,0.000257229,0.000909231,-0.00431588,0.022747,-0.0149937,-0.108694,-0.0236268,-0.00417079
795,0.000344161,-0.406311,-0.0768679,0.295916,0.00475057,0.00475057,0.00475057,0.00475057,0.00475057,0.00475057,0.00475057,0.00475057,0.00475057,-0.537636,0.916915,0.0952494,1.06717,-0.406311,-0.0768679,0.295916,-0.100789,-0.32341,0.118288,0.0661781,0.0505633,-0.0610323,0.00475057,9.11614,19.6999,-0.515254,0.295626,1.79085,0.119533,-0.265615,-21.0844,0.0200274,-0.419824,-0.0013032,-0.016086,0.201065,-0.00173164,-0.0142151,-0.100789,-0.32341,0.118288,0.0661781,0.0505633,-0.0610323,0,0,0,0,0,0,0,0,0,0.00561128,0.0346474,-0.00234046,0.0605023,-0.00237868,-0.00604617,-0.00999835,-0.0208303,-0.00464798,-0.0581241,0.0213229,-0.0107432
796,0.000344161,1.74013,-0.252741,3.76454,0.00977101,0.00977101,0.00977101,0.00977101,0.00977101,0.00977101,0.00977101,0.00977101,0.00977101,0.91471,-0.0422515,-0.090229,0.92012,1.74013,-0.252741,3.76454,-0.127619,-0.135425,0.0533447,0.686585,-0.0301303,-0.064388,0.00977101,-0.469932,-6.88561,-0.360692,-0.609021,7.68679,-0.0328993,-0.502752,-2.54131,5.18987,2.48332,-0.0101573,0.295371,-1.62156,-0.0824744,-3.55716,-0.127619,-0.135425,0.0533447,0.686585,-0.0301303,-0.064388,0,0,0,0,0,0,0,0,0,-0.0934473,-0.00890935,-0.00481903,1.02629,-0.00201632,-0.000142138,0.0234607,0.0123637,-0.835715,-1.02609,-0.0127666,-0.0066559
797,0.000344161,0.180063,0.0882788,0.27494,0.0830083,0.0830083,0.0830083,0.0830083,0.0830083,0.0830083,0.0830083,0.0830083,0.0830083,0.895831,0.685292,-0.0169917,1.12802,0.180063,0.0882788,0.27494,-0.0241015,-0.0225878,0.0217209,0.0403584,-0.0564623,0.0825352,0.0830083,-0.353514,7.28916,0.303043,-2.52409,-0.91911,-1.34962,-1.26845,-6.55011,0.186319,-1.15328,0.650631,-1.80947,3.58909,0.0042022,2.80298,-0.0241015,-0.0225878,0.0217209,0.0403584,-0.0564623,0.0825352,0,0,0,0,0,0,0,0,0,-0.0166325,-0.001814,0.00236995,0.927487,0.00118975,0.000434601,0.00120747,-0.107092,-0.768714,-0.940766,0.113033,0.000507764
798,0.000344161,0.0586548,-0.00043416,0.00795268,0.015795,0.015795,0.015795,0.015795,0.015795,0.015795,0.015795,0.015795,0.015795,-0.423981,0.892199,-0.084205,0.991398,0.0586548,-0.00043416,0.00795268,0.00586236,-0.00493944,-0.0477209,-0.0599117,-0.00254822,-0.0219059,0.015795,-9.9824,-18.6735,0.510935,0.0101982,1.26659,0.311226,0.0570524,17.3483,0.0675084,-1.30744,0.0215127,-0.200333,1.29768,-0.00893049,0.135327,0.00586236,-0.00493944,-0.0477209,-0.0599117,-0.00254822,-0.0219059,0,0,0,0,0,0,0,0,0,-0.0101387,-0.0383445,0.00130931,0.108292,0.00173259,0.00375065,0.0115762,-0.02489,-0.0143328,-0.105657,0.0250796,0.011384
799,0.000344161,0.324041,-0.0260906,0.577285,0.0609789,0.0609789,0.0609789,0.0609789,0.0609789,0.0609789,0.0609789,0.0609789,0.0609789,0.939021,0.544429,0.0199926,1.08562,0.324041,-0.0260906,0.577285,0.0825509,-0.0864393,-0.0608597,0.0420491,-0.0260353,0.0581377,0.0609789,0.188735,-6.79844,-0.248512,4.10552,0.39748,-1.26665,0.670145,6.07692,-0.377612,1.20784,1.28967,-1.8863,-5.28726,0.0879299,0.638873,0.0825509,-0.0864393,-0.0608597,0.0420491,-0.0260353,0.0581377,0,0,0,0,0,0,0,0,0,0.0180461,0.00126206,-0.00256497,0.950162,-0.00260626,-0.000784542,-0.00177219,-0.0972886,-0.825546,-0.963437,0.109925,0.000635963
800,0.000344161,0.325427,0.0651335,1.05883,0.0143274,0.0143274,0.0143274,0.0143274,0.0143274,0.0143274,0.0143274,0.0143274,0.0143274,0.438516,-0.967667,-0.0856726,1.06584,0.325427,0.0651335,1.05883,0.127865,-0.127917,0.0359344,0.00566626,-0.0125828,0.0814061,0.0143274,-14.9113,20.8478,-0.497254,0.717885,-14.8411,-0.107129,-0.850048,-6.33211,-0.0119356,-0.820447,-0.0118923,0.697369,0.0374286,-0.0468991,-0.906156,0.127865,-0.127917,0.0359344,0.00566626,-0.0125828,0.0814061,0,0,0,0,0,0,0,0,0,-0.0623925,-0.0568919,0.000238774,0.722068,-0.0103402,-0.00649048,0.0169939,0.109768,-0.34737,-0.72278,-0.110013,0.0171977
801,0.000344161,-0.0100269,-0.0527626,0.196768,0.0764746,0.0764746,0.0764746,0.0764746,0.0764746,0.0764746,0.0764746,0.0764746,0.0764746,0.507818,-0.774746,-0.0235254,0.926641,-0.0100269,-0.0527626,0.196768,0.075504,0.00419804,-0.0276184,0.034018,-0.0140877,0.0567187,0.0764746,-3.65196,6.69515,-0.622042,0.596567,-2.64093,-0.869955,-1.528,-4.0442,-0.148041,-1.05356,0.0528552,0.0362924,0.50976,-0.0180055,1.29494,0.075504,0.00419804,-0.0276184,0.034018,-0.0140877,0.0567187,0,0,0,0,0,0,0,0,0,-0.0188596,-0.0136687,-0.00307305,0.778521,-0.00289133,-0.00310539,0.00364346,0.0816384,-0.417225,-0.787497,-0.0812508,0.00440714
802,0.000344161,-0.0987673,0.0378343,-0.0134833,0.0375495,0.0375495,0.0375495,0.0375495,0.0375495,0.0375495,0.0375495,0.0375495,0.0375495,-0.645323,-0.682787,-0.0624505,0.941562,-0.0987673,0.0378343,-0.0134833,0.0505052,-0.0267915,0.0642281,-0.0243227,-0.00726241,-0.0369114,0.0375495,-4.71881,-13.232,0.112032,2.00737,4.24848,-0.0601852,2.12669,9.08232,-0.731346,-1.27766,-0.0637169,-1.07831,-0.767542,-0.327755,-1.0349,0.0505052,-0.0267915,0.0642281,-0.0243227,-0.00726241,-0.0369114,0,0,0,0,0,0,0,0,0,-0.0026855,-0.0166623,0.000854518,0.0327103,-0.000414753,-2.1103e-06,0.00290085,0.000768928,-0.00146886,-0.0326699,-0.00147872,0.00485586
803,0.000344161,0.115534,-0.0102856,1.27468,0.0309668,0.0309668,0.0309668,0.0309668,0.0309668,0.0309668,0.0309668,0.0309668,0.0309668,0.921829,-0.0410182,0.0690332,0.92532,0.115534,-0.0102856,1.27468,0.0270997,-0.0728228,-0.00214386,0.281248,0.0101905,-0.0109922,0.0309668,0.250446,2.27698,0.291988,-0.260811,-6.89257,-0.120683,-3.48056,4.50006,-4.4199,-2.25951,-0.0962747,2.32628,2.53061,0.229712,-0.120411,0.0270997,-0.0728228,-0.00214386,0.281248,0.0101905,-0.0109922,0,0,0,0,0,0,0,0,0,0.0696664,0.00559049,0.00193212,1.0257,-0.000135915,0.000259534,-0.0164905,0.011961,-0.843134,-1.02693,-0.0128219,0.00529636
804,0.000344161,2.11278,-0.869408,3.55175,0.0175484,0.0175484,0.0175484,0.0175484,0.0175484,0.0175484,0.0175484,0.0175484,0.0175484,0.979747,0.156409,-0.0824516,0.995573,2.11278,-0.869408,3.55175,-0.0543634,0.027288,-0.0525742,0.511237,0.0700955,0.10989,0.0175484,-0.344233,23.4166,0.487306,-25.0727,2.20561,-0.381583,-19.0652,-27.735,4.37025,-4.89041,0.43043,2.07681,30.8325,-0.0350276,13.4366,-0.0543634,0.027288,-0.0525742,0.511237,0.0700955,0.10989,0,0,0,0,0,0,0,0,0,-0.0852683,-0.00725193,0.0106119,1.02628,0.00218232,-0.00546592,0.0191485,-0.0432461,-0.899471,-1.03063,0.0482514,-0.00488464
805,0.000344161,4.84317,-0.838802,4.14949,0.000141859,0.000141859,0.000141859,0.000141859,0.000141859,0.000141859,0.000141859,0.000141859,0.000141859,-0.0147685,0.89657,-0.0998581,0.902234,4.84317,-0.838802,4.14949,-0.710126,0.0125228,-0.0249977,-0.0743599,0.0310678,-0.118489,0.000141859,-19.921,-12.5682,1.2787,2.15644,-2.8364,-0.00234848,0.0314856,10.5614,0.000354141,0.186137,0.00417335,0.0435398,-1.50377,-0.00902604,-4.22451,-0.710126,0.0125228,-0.0249977,-0.0743599,0.0310678,-0.118489,0,0,0,0,0,0,0,0,0,-0.03772,-0.079118,0.00404156,0.365849,0.00462429,0.00887069,0.0236676,-0.0488117,-0.105836,-0.366122,0.0491641,0.0234001
